Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,Heating_Central,Heating_Individual
202m²,7 p.,4 p.,3 300 000 ,"Paris 06 (75006)
Luxembourg","Ref de l'annonce
:8275
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75006,202,6,2e,1,1,Balcon,Individuel,0,0,0,1
32m²,1 p.,0 p.,282 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:LKM30194
Chauffage
:Au gaz
Parking
Etage du bien
:8e
Nombre d'étages du bâtiment
:31
Cave
Ascenseur
Sécurité
:Gardien",75013,32,31,8e,0,1,0,Au gaz,0,1,0,0
65m²,3 p.,2 p.,775 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:LKM20127
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75012,65,6,3e,1,1,0,Unknown,0,0,0,0
209m²,8 p.,4 p.,2 290 000 ,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",75018,209,3,1er,2,0,0,Individuel,0,0,0,1
50m²,3 p.,1 p.,635 000 ,"Paris 18 (75018)
Blanche","Ref de l'annonce
:1524LCHB2
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave",75018,50,6,2e,0,1,0,Unknown,0,0,0,0
117m²,6 p.,3 p.,1 250 000 ,"Paris 10 (75010)
Louis Blanc, Stalingrad","Ref de l'annonce
:264PMYF
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75010,117,6,6e,1,1,0,Unknown,0,0,0,0
25m²,1 p.,0 p.,265 000 ,"Paris 18 (75018)
Grandes-Carrières","Ref de l'annonce
:3821573
Etage du bien
:1er
Ascenseur",75018,25,5,1er,0,0,0,Unknown,0,0,0,0
62m²,3 p.,2 p.,490 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:PA4-01410
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75018,62,5,1er,1,1,0,Unknown,0,0,0,0
27m²,2 p.,1 p.,384 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:086
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75007,27,6,5e,1,1,0,Unknown,0,0,0,0
38m²,2 p.,1 p.,349 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:21-LERESEAUIMMO
Rénové
Etage du bien
:3e
Nombre d'étages du bâtiment
:4",75018,38,4,3e,0,0,0,Unknown,1,0,0,0
95m²,3 p.,1 p.,1 390 000 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:PO-6517
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien",75002,95,5,5e,0,1,0,Individuel,0,0,0,1
91m²,4 p.,2 p.,1 135 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:LKM26408
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien",75015,91,8,2e,0,1,Balcon,Central,0,0,1,0
136m²,5 p.,3 p.,1 590 000 ,"Paris 10 (75010)
Métro Jacques Bonsergent","Ref de l'annonce
:1818
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75010,136,6,3e,2,1,Balcon,"Individuel, au gaz",0,0,0,1
182m²,6 p.,4 p.,2 450 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:255
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:2",75017,182,6,6e,2,1,0,Unknown,0,0,0,0
187m²,6 p.,3 p.,2 475 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:161607549
Chauffage
:électrique
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien",75008,187,6,4e,0,0,Balcon,électrique,0,0,0,0
158m²,2 p.,1 p.,595 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:3715974
Chauffage
:Au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave",75015,158,7,1er,0,1,0,Au gaz,0,0,0,0
90m²,5 p.,3 p.,960 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:1355GM
Rénové
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:3
Cave
Nombre de salle de bain
:1",75015,90,3,2e,1,1,0,Central,1,0,1,0
52m²,4 p.,2 p.,1 045 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:161566563
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:1",75016,52,7,6e,1,1,Balcon,Central,0,0,1,0
18m²,2 p.,1 p.,630 000 ,"Paris 09 (75009)
Blanche","Ref de l'annonce
:1519CMF
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75009,18,6,6e,1,0,0,Unknown,0,0,0,0
100m²,1 p.,0 p.,255 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:V435
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",75016,100,7,2e,0,1,0,Unknown,0,0,0,0
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",75019,33,14,1er,1,0,0,Unknown,0,1,0,0
29m²,1 p.,0 p.,457 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02I86Q
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75016,29,6,3e,1,0,0,Unknown,0,0,0,0
166m²,6 p.,5 p.,1 890 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:W-02J8RI
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:4
Nombre de salle de bain
:2",75020,166,4,1er,2,0,Terrasse,Unknown,0,0,0,0
122m²,5 p.,3 p.,1 627 500 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:W-02J8AM
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:10
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,122,10,2e,2,0,Balcon,Unknown,0,0,0,0
166m²,5 p.,3 p.,3 250 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:W-02EC7P
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75006,166,5,3e,2,1,0,Individuel,0,0,0,1
96m²,4 p.,3 p.,1 295 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:W-02J2DP
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:2",75017,96,6,4e,2,0,0,Unknown,0,0,0,0
30m²,2 p.,1 p.,360 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:W-02INGA
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Nombre de salle de bain
:1",75018,30,4,2e,1,0,0,Unknown,0,0,0,0
177m²,5 p.,3 p.,1 930 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02GTRV
Nombre d'étages du bâtiment
:8
Ascenseur
Nombre de salle de bain
:3",75016,177,8,2e,3,0,0,Unknown,0,0,0,0
201m²,6 p.,3 p.,3 150 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02HFSG
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:3",75016,201,6,1er,3,1,0,Unknown,0,0,0,0
143m²,4 p.,2 p.,2 665 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02EE9H
Chauffage
:Central
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:2",75016,143,8,4e,2,1,0,Central,0,1,1,0
30m²,2 p.,1 p.,410 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:W-02IU65
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,30,5,4e,1,0,0,Unknown,0,0,0,0
193m²,6 p.,3 p.,2 530 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02IXSW
Chauffage
:Individuel
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur",75008,193,6,4e,0,0,Balcon,Individuel,0,1,0,1
66m²,3 p.,2 p.,875 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:W-02J8HR
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",75009,66,6,4e,1,0,0,Individuel,0,0,0,1
47m²,2 p.,1 p.,740 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:W-02E0P8
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Nombre de salle de bain
:1",75007,47,8,2e,1,0,0,Unknown,0,0,0,0
288m²,7 p.,4 p.,3 150 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:W-02I4MN
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:2",75017,288,6,2e,2,1,Balcon,Unknown,0,0,0,0
156m²,4 p.,2 p.,2 420 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02IDPM
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Meublé
Ascenseur
Nombre de salle de bain
:2",75016,156,7,4e,2,0,0,Unknown,0,0,0,0
218m²,6 p.,4 p.,2 650 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02IBC5
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Ascenseur
Nombre de salle de bain
:2",75016,218,7,2e,2,0,Balcon,Central,0,0,1,0
30m²,1 p.,0 p.,620 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02IPYS
Etage du bien
:4e
Nombre d'étages du bâtiment
:5",75008,30,5,4e,0,0,0,Unknown,0,0,0,0
209m²,8 p.,4 p.,2 290 000 ,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",75018,209,3,1er,2,0,0,Individuel,0,0,0,1
80m²,1 p.,0 p.,48 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02IKKN
Parking",75008,80,6,4e,0,0,0,Unknown,0,1,0,0
24m²,3 p.,2 p.,1 590 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:W-02IZB4
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75007,24,7,7e,1,0,0,Unknown,0,0,0,0
54m²,2 p.,1 p.,400 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02IK9O
Nombre d'étages du bâtiment
:9
Nombre de salle de bain
:1",75016,54,9,2e,1,0,0,Unknown,0,0,0,0
71m²,1 p.,0 p.,750 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02GUKT
Chauffage
:Central
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75008,71,5,4e,1,1,0,Central,0,0,1,0
186m²,2 p.,1 p.,1 650 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:W-02H4LT
Terrasse/Balcon
:Terrasse, balcon
Nombre d'étages du bâtiment
:4
Nombre de salle de bain
:1",75016,186,4,2e,1,0,"Terrasse, balcon",Unknown,0,0,0,0
90m²,6 p.,3 p.,3 224 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02HBSE
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75008,90,6,4e,2,0,Balcon,Au gaz,0,0,0,0
57m²,3 p.,2 p.,1 500 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02HCJI
Parking
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Ascenseur
Nombre de salle de bain
:2",75008,57,7,2e,2,0,0,Unknown,0,1,0,0
233m²,3 p.,2 p.,835 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02H4J7
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,233,4,1er,2,1,0,Unknown,0,0,0,0
68m²,7 p.,4 p.,2 992 500 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02HKFS
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:4",75016,68,6,5e,4,1,Balcon,Au gaz,0,0,0,0
153m²,2 p.,1 p.,1 290 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02GBOW
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Nombre de salle de bain
:1",75008,153,7,4e,1,0,Balcon,Unknown,0,0,0,0
54m²,5 p.,2 p.,2 130 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02H47C
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75016,54,6,3e,1,1,Balcon,Individuel,0,0,0,1
67m²,2 p.,1 p.,866 250 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02HCNF
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75008,67,6,5e,1,0,0,Unknown,0,0,0,0
86m²,3 p.,2 p.,895 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02FO9M
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75016,86,6,1er,1,1,0,Central,0,0,1,0
229m²,4 p.,2 p.,1 455 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02G9MK
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:2",75016,229,6,2e,2,0,Balcon,Unknown,0,0,0,0
65m²,8 p.,4 p.,2 990 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:W-02F5LC
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur
Piscine
Nombre de salle de bain
:2",75007,65,6,5e,2,0,Balcon,Unknown,0,0,0,0
137m²,3 p.,2 p.,1 575 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02G7UD
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Meublé
Ascenseur
Nombre de salle de bain
:1",75016,137,5,2e,1,0,Balcon,Unknown,0,0,0,0
113m²,4 p.,2 p.,2 995 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:W-02GRHU
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75007,113,6,2e,1,0,0,Unknown,0,0,0,0
340m²,4 p.,2 p.,2 050 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02GTH8
Rénové
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,340,6,6e,2,1,0,Unknown,1,0,0,0
233m²,7 p.,5 p.,5 270 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02D68B
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:4",75016,233,6,2e,4,0,Balcon,Central,1,0,1,0
28m²,2 p.,1 p.,270 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:202472RE6
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5",75018,28,5,1er,0,0,0,"Individuel, électrique",0,0,0,1
20m²,1 p.,0 p.,235 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:161476791",75020,20,5,1er,0,0,0,Unknown,0,0,0,0
153m²,5 p.,3 p.,2 180 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:4114608
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,153,6,5e,1,1,0,Individuel,0,0,0,1
125m²,6 p.,4 p.,699 000 ,"Paris 13 (75013)
Porte d'Italie - Kremlin Bicêtre (ligne 7)+ Future ligne 14","Ref de l'annonce
:0131b
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Nombre de salle de bain
:1",75013,125,5,3e,1,1,Balcon,Unknown,0,0,0,0
209m²,8 p.,5 p.,2 290 000 ,"Paris 18 (75018)
Jules Joffrin","Ref de l'annonce
:1513MEL
Terrasse/Balcon
:Terrasse, balcon
Nombre d'étages du bâtiment
:4",75018,209,4,1er,0,0,"Terrasse, balcon",Unknown,0,0,0,0
134m²,5 p.,4 p.,2 790 000 ,"Paris 06 (75006)
Monnaie","Ref de l'annonce
:4072667
Chauffage
:Individuel, au gaz
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75006,134,7,6e,2,1,0,"Individuel, au gaz",0,0,0,1
133m²,4 p.,2 p.,2 800 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:ISL/GDF/9297/V
Chauffage
:Individuel, au gaz
Etage du bien
:3e
Nombre d'étages du bâtiment
:3
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",75004,133,3,3e,1,1,0,"Individuel, au gaz",0,0,0,1
55m²,2 p.,1 p.,729 000 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:74db6d
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:2
Nombre de salle de bain
:1",75002,55,2,2e,1,0,0,Individuel,0,0,0,1
17m²,1 p.,0 p.,250 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:T2020-010
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien",75011,17,7,7e,0,0,0,Unknown,0,0,0,0
33m²,2 p.,1 p.,490 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:3239504
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave",75018,33,7,1er,0,1,0,Unknown,0,0,0,0
92m²,4 p.,2 p.,885 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:PA4-024-9
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75018,92,6,5e,0,1,0,Unknown,0,0,0,0
61m²,3 p.,2 p.,790 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:1517
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",75010,61,6,2e,0,1,0,Unknown,0,0,0,0
146m²,5 p.,3 p.,2 810 000 ,"Paris 06 (75006)
Odéon","Ref de l'annonce
:630RGAS
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:3",75006,146,6,3e,3,1,0,Individuel,0,0,0,1
51m²,2 p.,1 p.,556 500 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:BAC-6515
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:12
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75015,51,12,6e,1,1,Balcon,Central,0,1,1,0
67m²,4 p.,3 p.,759 000 ,"Paris 11 (75011)
Commerces","Ref de l'annonce
:515
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75011,67,6,1er,1,1,0,Unknown,0,0,0,0
39m²,2 p.,1 p.,499 000 ,"Paris 18 (75018)
Bus, Métro, nombreux commerces","Ref de l'annonce
:454
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave",75018,39,6,3e,0,1,0,Unknown,0,0,0,0
124m²,5 p.,3 p.,1 950 000 ,"Paris 07 (75007)
Saint-Thomas-d'Aquin","Ref de l'annonce
:STG/CD/9231/V
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75007,124,6,1er,1,1,0,Unknown,0,0,0,0
70m²,4 p.,3 p.,935 000 ,"Paris 15 (75015)
Grenelle","Ref de l'annonce
:4097271
Nombre d'étages du bâtiment
:1",75015,70,1,1er,0,0,0,Unknown,0,0,0,0
28m²,2 p.,1 p.,270 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:202472RE6
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5",75018,28,5,1er,0,0,0,"Individuel, électrique",0,0,0,1
111m²,5 p.,3 p.,1 290 000 ,"Paris 17 (75017)
Épinettes","Ref de l'annonce
:2679018
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,111,5,4e,1,1,0,Unknown,0,0,0,0
34m²,2 p.,1 p.,360 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:SS349
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave",75019,34,6,2e,0,1,0,Unknown,0,0,0,0
100m²,4 p.,3 p.,1 050 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:603
Rénové
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave",75017,100,6,1er,0,1,0,Individuel,1,0,0,1
51m²,3 p.,1 p.,995 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:STG/GG/9294/V
Chauffage
:Individuel, au gaz
Etage du bien
:5e
Nombre d'étages du bâtiment
:6",75006,51,6,5e,0,0,0,"Individuel, au gaz",0,0,0,1
67m²,4 p.,3 p.,735 000 ,"Paris 10 (75010)
Commerces","Ref de l'annonce
:523
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien",75010,67,6,6e,0,0,0,Unknown,0,0,0,0
67m²,4 p.,2 p.,820 000 ,"Paris 15 (75015)
St lambert","Ref de l'annonce
:BAC-6508
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:1",75015,67,7,3e,1,1,0,Individuel,0,0,0,1
23m²,1 p.,0 p.,280 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:1696
Cave
Sécurité
:Gardien",75016,23,6,2e,0,1,0,Unknown,0,0,0,0
99m²,4 p.,2 p.,1 350 000 ,"Paris 15 (75015)
Necker","Ref de l'annonce
:4023644
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75015,99,9,5e,1,1,Balcon,Au gaz,0,0,0,0
153m²,6 p.,3 p.,2 850 000 ,"Paris 06 (75006)
Odéon","Ref de l'annonce
:4051201
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75006,153,5,2e,1,1,0,Unknown,0,0,0,0
29m²,2 p.,1 p.,293 000 ,"Paris 18 (75018)
Goutte-d'Or","Ref de l'annonce
:3767600
Rénové
Chauffage
:électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:5",75018,29,5,2e,0,0,0,électrique,1,0,0,0
74m²,3 p.,1 p.,880 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:161219537
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,74,6,2e,1,1,0,Unknown,0,0,0,0
26m²,1 p.,0 p.,335 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:LKM27455
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75015,26,8,5e,1,1,Balcon,Au gaz,0,0,0,0
71m²,3 p.,2 p.,759 200 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:3595
Chauffage
:Individuel, au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave",75020,71,4,1er,0,1,0,"Individuel, au gaz",0,0,0,1
60m²,3 p.,2 p.,684 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:159496219
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75015,60,6,3e,1,1,Balcon,Unknown,0,0,0,0
72m²,5 p.,3 p.,1 095 000 ,"Paris 19 (75019)
Bolivar","Ref de l'annonce
:OA252PMYF
Terrasse/Balcon
:Terrasse, balcon
Nombre d'étages du bâtiment
:1
Nombre de salle de bain
:1",75019,72,1,1er,1,0,"Terrasse, balcon",Unknown,0,0,0,0
15m²,1 p.,0 p.,189 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:31371090
Etage du bien
:3e",75009,15,6,3e,0,0,0,Unknown,0,0,0,0
76m²,3 p.,2 p.,839 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:fb3c71
Chauffage
:Central
Parking
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75010,76,6,1er,1,1,Terrasse,Central,0,1,1,0
168m²,5 p.,2 p.,3 900 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:BAC-6364
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien",75007,168,5,2e,0,1,0,Individuel,0,0,0,1
161m²,5 p.,3 p.,2 450 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:Port Royal Cassini
Rénové
Terrasse/Balcon
:Terrasse
Cave
Ascenseur
Nombre de salle de bain
:1",75006,161,6,2e,1,1,Terrasse,Unknown,1,0,0,0
